annual_usage,diameter,wall,length,num_bends,bend_radius,num_boss,num_bracket,other,spec_totals,type_totals,component_totals,revised_quantity,newCol,matl_SP-0008,matl_SP-0019,matl_SP-0028,matl_SP-0029,matl_SP-0030,matl_SP-0031,matl_SP-0032,matl_SP-0033,matl_SP-0034,matl_SP-0035,matl_SP-0036,matl_SP-0037,matl_SP-0038,matl_SP-0039,matl_SP-0041,matl_SP-0046,matl_SP-0048,ea_1x_N,ea_1x_Y,ea_2x_N,ea_2x_Y,ex_1x_N,ex_1x_Y,ex_2x_N,ex_2x_Y,weight,thickness,comp_length,compon_CP-001,compon_CP-002,compon_CP-003,compon_CP-004,compon_CP-005,compon_CP-006,compon_CP-007,compon_CP-008,compon_CP-009,compon_CP-010,compon_CP-011,compon_CP-012,compon_CP-014,compon_CP-015,compon_CP-018,compon_CP-019,compon_CP-020,compon_CP-022,compon_CP-024,compon_CP-025,compon_CP-026,compon_CP-027,compon_CP-028,compon_OTHER,id,num_days_supp_relationship,predicted_price
0,15.88,2.11,130.0,5,38.1,0,0,0,0,2,2.0,1.584962500721156,3.9216002395686265,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.10400000000000001,0.0,27.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20770,426,3.7816791129925997
0,15.88,1.65,213.0,9,38.1,0,0,0,6,3,3.0,5.672425341971495,2.6852598733912365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.044000000000000004,0.0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,679,426,2.6852598733912427
0,12.7,1.24,53.0,4,19.05,0,0,0,0,3,3.0,1.0,4.8081368869740455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.036000000000000004,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19375,549,4.813829713881294
0,12.7,1.24,77.0,4,38.1,0,0,0,0,2,4.0,2.584962500721156,2.73975516057944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.036000000000000004,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2888,549,2.8301765916969948
0,19.05,2.11,91.0,6,50.8,0,0,0,0,3,3.0,5.672425341971495,2.4717783720134867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.035,0.0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5535,396,2.4630696821134803
0,6.35,0.71,96.0,2,50.8,0,0,0,0,1,2.0,5.672425341971495,1.3698175111929314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10906,468,1.424729227065498
0,15.88,1.65,187.0,2,50.8,0,0,0,0,3,3.0,1.0,4.861024098142133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.044000000000000004,0.0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7139,426,4.831832773940411
0,9.52,0.89,56.0,4,19.05,0,0,0,7,4,4.0,1.0,4.8112853323584535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7408,518,5.507804131842283
0,15.88,1.65,127.0,6,50.8,0,0,0,0,2,4.0,3.4594316186372973,2.912285348419013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.035,0.0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7295,426,2.2920513591763356
0,9.52,1.65,33.0,2,31.75,0,0,0,0,2,4.0,2.584962500721156,3.12551309643092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3821,457,2.659800911717778
19,9.52,0.89,90.0,10,19.05,0,0,0,3,2,4.0,3.4594316186372973,3.2551793101259285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.019,0.0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11271,1130,3.045210431012158
0,25.4,1.65,175.0,8,63.5,0,0,0,0,2,2.0,3.4594316186372973,3.5184277677555587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.225,0.0,38.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6725,396,2.8975297963769475
0,6.35,0.89,26.0,2,19.05,0,0,0,0,2,4.0,3.4594316186372973,1.8118016224112992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.012,0.0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19344,447,2.3690140895384606
0,19.05,1.65,228.0,4,50.8,0,0,0,0,3,3.0,5.672425341971495,2.631218714189304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.035,0.0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6247,396,2.632638086171749
1,25.4,3.05,60.0,2,50.8,0,0,1,0,2,3.0,1.584962500721156,4.004960527205796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.22,0.0,35.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5812,334,3.943726343696441
0,12.7,2.11,253.0,5,38.1,0,0,0,0,2,4.0,6.658211482751795,2.3659727935334973,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.036000000000000004,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2840,503,2.0065427687906454
0,12.7,0.89,105.0,4,50.8,0,0,0,0,1,2.0,3.4594316186372973,2.072558323674463,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19922,566,2.134737996842994
0,15.88,1.65,260.0,3,50.8,0,0,0,0,3,3.0,4.700439718141092,2.7806317287594218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.044000000000000004,0.0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9386,426,2.8283152767150286
0,6.35,0.71,129.0,7,19.05,0,0,0,0,2,4.0,4.700439718141092,2.0687364725029798,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.016,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5437,454,2.2293791037689177
0,12.7,1.65,73.0,3,19.05,0,0,0,6,2,8.0,6.658211482751795,1.6460070007127268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.036000000000000004,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7256,518,1.6585479892659463
0,9.52,1.24,29.0,3,31.75,0,0,0,0,2,4.0,1.584962500721156,3.5861636243310464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,153,488,3.586163624331047
0,12.7,0.89,105.0,4,38.1,0,0,0,0,1,2.0,3.4594316186372973,2.072558323674463,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20672,566,2.0960241045745676
0,25.4,2.11,102.0,3,63.5,0,0,0,0,2,4.0,6.658211482751795,2.1305378072214385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.129,0.0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1723,396,2.1493794044879415
0,15.88,1.65,60.0,2,50.8,0,0,0,0,2,4.0,5.672425341971495,1.7391208456107845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.044000000000000004,0.0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9070,426,1.8311068181362464
1,9.52,1.24,37.0,4,19.05,0,0,0,0,3,3.0,3.4594316186372973,2.7038599942259975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6857,364,2.702700826088581
0,12.7,1.24,25.0,1,38.1,0,0,0,0,2,4.0,2.584962500721156,2.426953334888096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.032,0.0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19133,518,2.823163814666896
0,15.88,1.24,209.0,6,50.8,0,0,0,0,4,4.0,7.971543553950772,2.6077060506863416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.044000000000000004,0.0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9251,426,2.524964924421548
0,15.88,1.24,169.0,4,38.1,0,0,0,0,2,4.0,4.700439718141092,2.091517171490304,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20681,426,2.076557294976085
1,9.52,1.65,155.0,5,19.05,0,0,0,0,3,3.0,2.807354922057604,3.194654785969305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15358,646,3.2987735776901053
0,15.88,0.89,93.0,3,38.1,0,0,0,0,1,2.0,7.971543553950772,1.4291494285211204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.023,0.0,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17493,426,1.4669783235918628
28,38.1,1.65,90.0,3,76.2,1,0,0,0,2,2.0,3.169925001442312,6.2586111290621975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.073,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13645,867,5.361613957560928
0,19.05,2.11,151.0,4,50.8,0,0,0,0,2,4.0,2.584962500721156,3.02505549940131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.083,0.0,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19767,396,3.075269951484157
0,6.35,0.71,132.0,4,19.05,0,0,0,0,1,2.0,1.0,4.439431948765997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,447,4.439618672327913
0,6.35,0.71,99.0,4,19.05,0,0,0,0,1,2.0,5.672425341971495,1.455731535026708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6182,482,1.5316754537795516
0,6.35,0.89,86.0,4,19.05,0,0,0,0,2,4.0,5.672425341971495,1.7499011802013829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.016,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9497,461,1.743593511358996
1,9.52,0.89,93.0,6,31.75,0,0,0,0,2,4.0,3.4594316186372973,2.280986903233165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3018,273,2.251815598156836
0,25.4,2.41,21.0,2,50.8,0,0,0,6,3,3.0,7.971543553950772,2.316067981525566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.129,0.0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1783,396,2.939636160539979
0,9.52,0.89,136.0,5,31.75,0,0,0,0,3,3.0,1.0,4.82777354514376,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10496,457,4.872568142897716
0,9.52,1.24,192.0,5,19.05,0,0,0,0,3,3.0,7.971543553950772,2.39449699104079,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8445,488,2.4858048140496205
1,22.22,3.05,153.0,7,38.1,0,0,0,0,2,2.0,3.4594316186372973,3.2386909196518743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.16,0.0,35.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9301,334,2.8648702024876087
0,6.35,0.71,102.0,6,19.05,0,0,0,0,1,2.0,5.672425341971495,1.5368155713516138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4575,518,1.5369882157832353
0,12.7,1.65,70.0,4,38.1,0,0,0,0,1,2.0,3.4594316186372973,2.644117600030594,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.05,0.0,24.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13946,496,2.8576591222520795
0,12.7,1.24,72.0,2,38.1,0,0,0,0,3,3.0,6.658211482751795,3.281422632684259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.035,0.0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10518,549,2.2029660849023998
0,6.35,0.89,31.0,4,19.05,0,0,0,0,2,4.0,5.672425341971495,2.2090253372075903,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.016,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2150,447,1.804227241179143
0,15.88,1.24,178.0,5,50.8,0,0,0,0,2,4.0,2.584962500721156,2.9234384368148536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.044000000000000004,0.0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8169,426,2.9141181949389385
0,15.88,1.65,193.0,6,38.1,0,0,0,6,1,2.0,3.4594316186372973,2.855743290590585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.05,0.0,24.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,497,426,2.85574329059058
0,19.05,1.24,44.0,2,50.8,0,0,0,0,2,4.0,7.971543553950772,2.192436879247642,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.035,0.0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1655,426,1.7823577517404794
0,6.35,0.71,127.0,4,19.05,0,0,0,0,1,2.0,7.971543553950772,1.4586550943320522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19301,447,1.4587229244231967
0,6.35,0.71,109.0,2,19.05,0,0,0,0,1,2.0,3.4594316186372973,2.0552796953438284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6343,489,2.0730954580859344
0,9.52,0.71,109.0,6,31.8,0,0,0,0,1,2.0,3.4594316186372973,2.0260140045367656,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.013999999999999999,0.0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11086,518,2.1134808961839915
0,12.7,1.65,152.0,8,38.1,0,0,0,0,2,4.0,4.700439718141092,2.1505636179145537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.036000000000000004,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2200,518,1.993237495002004
0,19.05,3.05,100.0,4,50.8,0,0,0,0,2,4.0,4.700439718141092,2.2407918549331507,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.035,0.0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1816,396,1.9306229882680657
1,9.52,0.71,43.18,3,38.1,0,0,0,2,1,2.0,3.0,4.0740285187749405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.013999999999999999,0.0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19929,2375,3.368286983888996
0,12.7,1.65,167.0,3,38.1,0,0,0,0,3,3.0,1.0,4.844215181297199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.036000000000000004,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9199,518,4.868594490495356
0,9.52,0.89,50.0,4,25.4,0,0,0,0,2,4.0,1.0,4.390706969017431,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.019,0.0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17583,457,4.441708080021286
0,6.35,0.71,143.0,6,25.4,0,0,0,0,1,2.0,4.700439718141092,1.829978341302409,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21007,447,1.8674857283137916
0,15.88,1.65,166.0,0,0.0,0,0,0,0,3,3.0,7.971543553950772,2.4066592308454937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.044000000000000004,0.0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8024,426,2.5096818401765275
0,9.52,0.89,28.0,2,19.05,0,0,0,0,2,4.0,3.4594316186372973,2.0971565810607795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3993,488,2.1590551967479126
1,22.22,3.05,84.0,4,38.1,0,0,0,0,2,2.0,1.584962500721156,4.044171672314817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.16,0.0,35.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9000,273,3.942342244680057
0,15.88,1.65,200.0,5,50.8,0,0,0,0,3,3.0,1.0,4.875453306259736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.044000000000000004,0.0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9447,426,4.891831976103593
1,15.88,1.65,229.0,7,50.8,0,0,0,0,2,2.0,6.658211482751795,2.5710272740616804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.10400000000000001,0.0,27.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1844,334,2.4268914541190703
0,12.7,1.24,35.0,1,38.1,0,0,0,0,2,4.0,4.700439718141092,1.6663817871906486,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.036000000000000004,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20393,518,2.0499939193915413
0,6.35,0.71,139.0,7,19.05,0,0,0,0,1,2.0,6.658211482751795,1.6472888897864368,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1349,518,1.6880496725646355
